time 	 RH 	 LH 
001.386	29.2428	70.7572	
7703	 7703	 7703 
7701	 7701	 7701 
000.064	48.0139	51.9861	
000.128	46.0405	53.9595	
000.192	44.1661	55.8339	
000.252	42.3337	57.6663	
000.316	40.5397	59.4603	
000.376	38.7919	61.2081	
000.440	37.1120	62.8880	
000.499	35.4723	64.5277	
000.564	33.9027	66.0973	
000.628	32.3623	67.6377	
000.692	30.8611	69.1389	
000.752	29.4311	70.5689	
7703	 7703	 7703 
7701	 7701	 7701 
000.032	47.8456	52.1544	
000.093	45.6573	54.3427	
000.156	43.4985	56.5015	
000.216	41.4416	58.5584	
000.284	39.4559	60.5441	
000.340	37.5702	62.4298	
000.404	35.8098	64.1901	
000.468	34.1307	65.8693	
000.532	32.5227	67.4773	
000.592	30.9911	69.0089	
000.656	29.5105	70.4895	
7703	 7703	 7703 
7701	 7701	 7701 
000.036	51.1046	48.8954	
000.099	52.3848	47.6152	
000.164	53.4827	46.5173	
000.224	54.6985	45.3015	
000.287	55.8784	44.1216	
000.352	56.8089	43.1911	
000.416	57.9512	42.0488	
000.471	59.0524	40.9476	
000.536	60.1240	39.8760	
000.600	61.1358	38.8642	
000.666	62.1595	37.8405	
000.726	63.1131	36.8869	
000.789	63.9122	36.0878	
000.851	64.3688	35.6312	
000.915	64.6764	35.3236	
000.972	65.0716	34.9284	
001.036	65.6104	34.3896	
001.100	66.3340	33.6660	
001.164	67.1391	32.8609	
001.224	67.6609	32.3391	
001.288	67.9350	32.0650	
001.352	67.9975	32.0025	
001.416	67.5995	32.4005	
001.472	67.5995	32.4005	
001.536	67.5995	32.4005	
001.600	67.5995	32.4005	
001.664	66.3588	33.6412	
001.724	65.2172	34.7828	
001.788	65.2172	34.7828	
001.852	65.2172	34.7828	
001.916	64.1719	35.8281	
001.972	63.1325	36.8675	
002.036	62.1079	37.8921	
002.099	61.2087	38.7913	
002.164	60.3366	39.6634	
002.224	60.3366	39.6634	
002.288	60.1809	39.8191	
002.352	60.0835	39.9165	
002.416	60.5778	39.4222	
002.472	61.1868	38.8132	
002.536	61.9608	38.0392	
002.600	62.4693	37.5307	
002.664	62.8894	37.1106	
002.724	63.1468	36.8532	
002.788	62.9185	37.0815	
002.852	62.7026	37.2974	
002.916	62.7624	37.2376	
002.972	62.9474	37.0526	
003.036	63.4317	36.5683	
003.100	63.7886	36.2114	
003.164	64.4708	35.5292	
003.224	64.4977	35.5023	
003.288	64.4396	35.5604	
003.352	64.4844	35.5156	
003.416	64.6849	35.3151	
003.472	64.7889	35.2111	
003.537	64.8881	35.1119	
003.601	65.1569	34.8431	
003.665	65.8031	34.1969	
003.724	66.4929	33.5071	
003.788	67.1192	32.8808	
003.852	67.8768	32.1232	
003.916	68.4400	31.5600	
003.972	68.8823	31.1177	
004.036	69.1264	30.8736	
004.100	69.2233	30.7767	
004.164	69.1047	30.8953	
004.224	69.0775	30.9225	
004.288	68.9820	31.0180	
004.352	69.0886	30.9114	
004.416	69.0400	30.9600	
004.472	68.9218	31.0782	
004.537	68.8240	31.1760	
